id	name	coolTime	category	level	icon	rank	maxStack	rareGrade	requiredEquipmentType	combatItemType	requiredLevel	equipSound	usedSound	artisanable	boundType	buyPrice	changeColorEnable	changeLook	coolTimeGroup	destroyable	dismantlable	dropEffect	dropSound	enchantEnable	extractLook	guildWarehouseStorable	linkCrestId	linkCustomizingId	linkPetAdultId	linkPetOrbId	linkSkillId	masterpieceRate	obtainable	sellPrice	slotLimit	storeSellable	tradable	unidentifiedItemGrade	useOnlyTerritory	warehouseStorable	dropSilhouette	linkEquipmentId	linkLookInfoId	sortingNumber
241500	premium_compose	0	service	1	Icon_Items.cube_reward07_Tex	0	1000	3	NO_COMBAT	PREMIUM_COMPOSE	1	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False	Item_Drop.PS.Item_Drop_OneMoney_PS	InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	False	0	0	0	0	0	0	True	0	0	False	False	0	False	True				
241501	premium_box	1	magical	1	Icon_Items.Gift_Box04_Tex	0	1000	3	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False		InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	19000025	0	True	0	0	False	False	0	False	True	Item_DropBox.SM.Gift_Box03_SM	0	0	0
241502	premium_box	1	magical	1	Icon_Items.Gift_Box03_Tex	0	1000	3	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False		InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	19000026	0	True	0	0	False	False	0	False	True	Item_DropBox.SM.Gift_Box03_SM	0	0	0
241503	premium_box	1	magical	1	Icon_Items.Gift_Box05_Tex	0	1000	3	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False		InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	19000027	0	True	0	0	False	False	0	False	True	Item_DropBox.SM.Gift_Box03_SM	0	0	0
241504	premium_box	1	magical	1	Icon_Items.Gift_Box03_Tex	0	1000	3	NO_COMBAT	DISPOSAL		InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False		InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	False	0	0	0	0	19000077	0	True	0	0	False	False	0	False	True	Item_DropBox.SM.Gift_Box03_SM	0	0	0
241505	premium_gacha	0	service	1	Icon_Items.Gift_Box03_Tex	0	1000	3	NO_COMBAT	GACHA	1	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False	Item_Drop.PS.Item_Drop_OneMoney_PS	InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	False	0	0	0	0	0	0	True	0	0	False	False	0	False	True				
241506	premium_gacha	0	service	1	Icon_Items.Gift_Box03_Tex	0	1000	3	NO_COMBAT	GACHA	1	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False	Item_Drop.PS.Item_Drop_OneMoney_PS	InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	False	0	0	0	0	0	0	True	0	0	False	False	0	False	True				
241507	premium_gacha	0	service	1	Icon_Items.Gift_Box03_Tex	0	1000	3	NO_COMBAT	GACHA	1	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False	Item_Drop.PS.Item_Drop_OneMoney_PS	InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	False	0	0	0	0	0	0	True	0	0	False	False	0	False	True				
241508	premium_gacha	0	service	1	Icon_Items.Gift_Box03_Tex	0	1000	3	NO_COMBAT	GACHA	1	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False	Item_Drop.PS.Item_Drop_OneMoney_PS	InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	False	0	0	0	0	0	0	True	0	0	False	False	0	False	True				
241509	premium_gacha	0	service	1	Icon_Items.Gift_Box03_Tex	0	1000	3	NO_COMBAT	GACHA	1	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False	Item_Drop.PS.Item_Drop_OneMoney_PS	InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	False	0	0	0	0	0	0	True	0	0	False	False	0	False	True				
