id	name	coolTime	category	level	icon	rank	maxStack	rareGrade	requiredEquipmentType	combatItemType	equipSound	usedSound	artisanable	boundType	buyPrice	changeColorEnable	changeLook	coolTimeGroup	destroyable	dismantlable	dropSilhouette	dropSound	enchantEnable	extractLook	guildWarehouseStorable	linkCrestId	linkCustomizingId	linkEquipmentId	linkLookInfoId	linkPetAdultId	linkPetOrbId	linkSkillId	masterpieceRate	obtainable	sellPrice	slotLimit	sortingNumber	storeSellable	tradable	unidentifiedItemGrade	useOnlyTerritory	warehouseStorable	requiredLevel	dropEffect
243000	premium_box	1	magical	1	Icon_Items.Gift_Box04_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000036	0	True	0	0	0	False	True	0	False	True		
243001	premium_box	1	magical	1	Icon_Items.Gift_Box04_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000037	0	True	0	0	0	False	True	0	False	True		
243002	premium_box	1	magical	1	Icon_Items.Gift_Box04_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000038	0	True	0	0	0	False	True	0	False	True		
243003	premium_gacha	0	service	1	Icon_Items.PremiumBox_Weapon3_Tex	0	1000	3	NO_COMBAT	GACHA	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False		InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	True	0	0			0	0	0	0	True	0	0		False	True	0	False	True	1	Item_Drop.PS.Item_Drop_OneMoney_PS
243004	premium_box	1	magical	1	Icon_Items.PremiumBox_Vehicle2_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000072	0	True	0	0	0	False	True	0	False	True		
243005	premium_box	1	magical	1	Icon_Items.PremiumBox_Vehicle2_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000073	0	True	0	0	0	False	True	0	False	True		
243006	premium_box	1	magical	1	Icon_Items.PremiumBox_Vehicle2_Tex	0	1000	3	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000074	0	True	0	0	0	False	True	0	False	True		
243007	premium_box	1	magical	1	Icon_Items.PremiumBox_Vehicle2_Tex	0	1000	2	NO_COMBAT	DISPOSAL	InterfaceSound.Equip_ItemCUE.Equip_SackCue	InterfaceSound.UseItem.UseItemCue	False	None	0	False	False	31	False	False	Item_DropBox.SM.Gift_Box03_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	0	0	0	0	19000075	0	True	0	0	0	False	True	0	False	True		
243008	premium_gacha	0	service	1	Icon_Items.PremiumBox_Etc5_Tex	0	1000	3	NO_COMBAT	GACHA	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False		InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	True	0	0			0	0	0	0	True	0	0		False	True	0	False	True	1	Item_Drop.PS.Item_Drop_OneMoney_PS
243009	premium_gacha	0	service	1	Icon_Items.PremiumBox_Etc5_Tex	0	1000	3	NO_COMBAT	GACHA	InterfaceSound.Equip_ItemCUE.Equip_PlateCue	InterfaceSound.UseItem.UseItemCue	False	None	1	False	False	0	False	False		InterfaceSound.Drop_ItemCUE.Drop_GoldCue	False	False	True	0	0			0	0	0	0	True	0	0		False	True	0	False	True	1	Item_Drop.PS.Item_Drop_OneMoney_PS
