id	name	coolTime	category	level	icon	rank	maxStack	rareGrade	requiredEquipmentType	combatItemType	requiredLevel	equipSound	artisanable	boundType	buyPrice	changeColorEnable	changeLook	coolTimeGroup	destroyable	dismantlable	dropSilhouette	dropSound	enchantEnable	extractLook	guildWarehouseStorable	linkCrestId	linkCustomizingId	linkEquipmentId	linkLookInfoId	linkMasterpiecePassivityId	linkPassivityId	linkPetAdultId	linkPetOrbId	linkSkillId	masterpieceRate	obtainable	requiredClass	sellPrice	slotLimit	sortingNumber	storeSellable	tradable	unidentifiedItemGrade	useOnlyTerritory	warehouseStorable	usedSound	enchantEquipType	linkPassivityCategoryId	dropIdentify	linkEnchantId	linkMasterpieceEnchantId	linkMasterpiecePassivityCategoryId	masterpieceBasicStatRevise	equipmentSetId	gambleItemGrade	conversionSmallGroup	gambleItemType	dropEffect	requiredGender	requiredRace	styleCostumeId
2001	dual_01	0	dual	1	Icon_Equipments.dual1_Tex	0	1	0	NO_COMBAT	EQUIP_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue	False	None	293038	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	10101100	101007	317100	"150100;317100"	0	0	0	0	True	WARRIOR	29304	0	0	True	True	0	False	True																
2002	dual_01	0	dual	1	Icon_Equipments.dual1_Tex	0	1	0	NO_COMBAT	EQUIP_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue	False	None	293038	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	10101100	101007	317110	"150100;317110"	0	0	0	0	True	WARRIOR	29304	0	0	True	True	0	False	True																
2003	dual_01	0	dual	1	Icon_Equipments.dual1_Tex	0	1	0	NO_COMBAT	EQUIP_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue	False	None	293038	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	10101100	101007	317120	"150100;317120"	0	0	0	0	True	WARRIOR	29304	0	0	True	True	0	False	True																
2004	dual_01	0	dual	1	Icon_Equipments.dual1_Tex	0	1	0	NO_COMBAT	EQUIP_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue	False	None	293038	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	10101100	101007	317130	"150100;317130"	0	0	0	0	True	WARRIOR	29304	0	0	True	True	0	False	True																
2005	dual_01	0	dual	1	Icon_Equipments.dual1_Tex	0	1	0	NO_COMBAT	EQUIP_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue	False	None	293038	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	10101100	101007	317140	"150100;317140"	0	0	0	0	True	WARRIOR	29304	0	0	True	True	0	False	True																
2006	dual_01	0	dual	1	Icon_Equipments.dual1_Tex	0	1	0	NO_COMBAT	EQUIP_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue	False	None	293038	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	10101100	101007	317150	"150100;317150"	0	0	0	0	True	WARRIOR	29304	0	0	True	True	0	False	True																
2007	dual_01	0	dual	1	Icon_Equipments.dual1_Tex	0	1	0	NO_COMBAT	EQUIP_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue	False	None	293038	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	10101100	101007	317160	"150100;317160"	0	0	0	0	True	WARRIOR	29304	0	0	True	True	0	False	True																
2008	dual_01	0	dual	1	Icon_Equipments.dual1_Tex	0	1	0	NO_COMBAT	EQUIP_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue	False	None	293038	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	10101100	101007	317170	"150100;317170"	0	0	0	0	True	WARRIOR	29304	0	0	True	True	0	False	True																
2009	dual_01	0	dual	1	Icon_Equipments.dual1_Tex	0	1	0	NO_COMBAT	EQUIP_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue	False	None	293038	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	10101100	101007	317180	"150100;317180"	0	0	0	0	True	WARRIOR	29304	0	0	True	True	0	False	True																
2010	dual_01	0	dual	1	Icon_Equipments.dual1_Tex	0	1	0	NO_COMBAT	EQUIP_WEAPON	1	InterfaceSound.Equip_ArmorWeaponCUE.Equip_DualCue	False	None	293038	False	False	0	True	False	Item_DropBox.SM.Drop_Dual_SM	InterfaceSound.Drop_ItemCUE.Drop_ChestBoxCue	False	False	True	0	0	10101100	101007	317190	"150100;317190"	0	0	0	0	True	WARRIOR	29304	0	0	True	True	0	False	True																
